tau,deg,rep,n_test,LAP,W,eta,seconds
2,8,19,2000,0.007521579884874785,0.14391645457042712,0.0522635157135143,19.62
2,8,20,2000,0.0074417422053848215,0.142693722547991,0.05215185414258151,19.76
2,8,21,2000,0.007349235164365309,0.14294357940442348,0.051413538089545574,19.76
2,8,22,2000,0.007162969509807465,0.14011493626480423,0.05112209804863428,19.99
2,8,23,2000,0.007379142194472582,0.14427195939569282,0.05114744559775407,20.01
2,8,27,2000,0.00734732703998639,0.14252773942561459,0.05155015486526375,19.84
2,8,26,2000,0.007376659028226595,0.14273364594183996,0.05168129055732509,19.93
2,8,25,2000,0.0071700245566790055,0.14177202831714414,0.05057432444035896,19.97
2,8,24,2000,0.007459322147731845,0.14279440857878786,0.05223819491234567,20.15
2,8,28,2000,0.007996520822185604,0.1446906376628926,0.055266332026376805,19.5
2,8,29,2000,0.007412554512302938,0.14116061474525454,0.052511492144462546,19.63
2,8,30,2000,0.00727121108240375,0.14302718293544747,0.05083796613462959,19.79
2,8,31,2000,0.007503437461199469,0.1441203065768095,0.0520637073249666,19.77
2,8,32,2000,0.007163143921583431,0.14279608732117283,0.05016344674397342,19.74
2,8,33,2000,0.008254176752534176,0.14386764587537892,0.05737340527337266,19.63
2,8,34,2000,0.007423208400517578,0.1431029069185107,0.05187321879313528,19.68
2,8,35,2000,0.0071980623335453076,0.14318925537166177,0.050269570261134676,19.87
2,8,37,2000,0.00697358195528075,0.14160527431955752,0.049246625796886774,19.92
2,8,36,2000,0.007209210719602066,0.14215704382959898,0.050713003910264294,20.25
2,8,38,2000,0.00748599759434837,0.14309957531557274,0.052313206226082425,20.04
2,8,39,2000,0.007378881473809745,0.14058443074266214,0.052487188195943876,19.75
2,8,40,2000,0.007435287528064161,0.14415433637892625,0.05157866016960914,19.56
2,8,43,2000,0.007185726283201355,0.14398693231072582,0.04990540577456332,19.11
2,8,41,2000,0.007190064751666003,0.14250309936938613,0.05045549734345386,19.22
2,8,42,2000,0.007203124444585762,0.14168151678818647,0.05084025501614594,19.26
2,8,44,2000,0.00717298702806618,0.14228654054807782,0.05041226668690049,19.34
2,8,47,2000,0.007543528269368993,0.14543164910843948,0.05186992181972884,26.14
2,8,45,2000,0.007182309710323603,0.14241214694674567,0.050433266152566276,26.37
2,8,48,2000,0.0073348519314831995,0.1437335921076522,0.05103088167440783,26.24
2,8,46,2000,0.00694519624235973,0.14212172059379646,0.048867943712911144,26.43
2,8,49,2000,0.007547713488607194,0.1430675976615377,0.05275627473988348,19.83
2,16,0,2000,0.004503234743386347,0.18515956956255517,0.02432083177783017,20.08
2,16,1,2000,0.004527856376801781,0.18978132577164894,0.02385828193786487,20.03
2,16,2,2000,0.00458777651689371,0.18886287965250517,0.024291573470312994,20.39
2,16,3,2000,0.004537734014945893,0.18643857419913315,0.024339029808816203,20.06
2,16,5,2000,0.004479380016476853,0.18511277686555333,0.024198113670620417,19.99
2,16,4,2000,0.00446443199579688,0.18689393413667427,0.02388751682294874,20.07
2,16,6,2000,0.004316391100161077,0.18367220659129183,0.02350051311664115,20.03
2,16,7,2000,0.0044672383175497765,0.18290184352722763,0.024424238878077587,20.09
2,16,9,2000,0.0045526544679328484,0.18549625238545345,0.024543107525820108,19.54
2,16,8,2000,0.004663952713754832,0.18590291101514997,0.025088110176901685,19.56
2,16,11,2000,0.004602356293802429,0.18931364613104637,0.024310747734564223,19.61
2,16,10,2000,0.004562549720411591,0.18571062175834321,0.0245680601207002,19.82
2,16,13,2000,0.004461559998043374,0.18315812089177985,0.024359061865891905,19.49
2,16,12,2000,0.004445705490184471,0.18827382287100583,0.023612977217923742,19.75
2,16,14,2000,0.004259965459346066,0.18626919876717268,0.022869940320464965,19.69
2,16,15,2000,0.004437489962900498,0.1861703457458313,0.023835643346544422,19.55
2,16,16,2000,0.004555369532193959,0.1876609310456664,0.02427446942105084,19.86
2,16,17,2000,0.0044803763183378364,0.18264232002598701,0.024530877168557386,19.8
2,16,18,2000,0.004404996813431483,0.18774868820940907,0.023462197554841427,20.01
2,16,19,2000,0.004585355921978312,0.18533975048051457,0.024740272446090228,20.15
2,16,21,2000,0.00457179426053142,0.18756293867815543,0.024374720788397815,19.98
2,16,20,2000,0.004631636846257919,0.18373013804343155,0.025208911807180254,20.27
2,16,22,2000,0.004455132087493596,0.18267030450969804,0.024388923527836302,20.09
2,16,23,2000,0.004692947643687939,0.1831500883466561,0.025623507397962014,20.18
2,16,25,2000,0.004565081039271918,0.18616033739290402,0.024522307507624484,19.88
2,16,26,2000,0.004588652086911671,0.18592650966981678,0.024679923777736524,19.47
2,16,27,2000,0.00447512411049103,0.18495240200699062,0.024196085381588527,19.5
2,16,24,2000,0.004566481745302997,0.1876849846884165,0.024330565137557488,19.55
2,16,28,2000,0.004579157971419168,0.19081418962049618,0.023997995015603915,19.74
2,16,31,2000,0.004674891799965775,0.19145834686446836,0.02441727862235794,20.18
2,16,30,2000,0.004636178433404303,0.18703413642197564,0.024787873070103227,20.34
2,16,29,2000,0.004679922737811704,0.18474367355072854,0.025331978345264686,20.47
2,16,32,2000,0.004641255412729084,0.18166944481361144,0.025547804241329092,20.39
2,16,33,2000,0.004613211731742034,0.1868581366937429,0.02468831067979129,19.97
2,16,34,2000,0.004527626391634232,0.18390975329262021,0.02461873995573411,20.04
2,16,35,2000,0.004397716639665927,0.18438906737969166,0.023850202737943266,20.03
2,16,36,2000,0.0045146859716778676,0.1878988638709094,0.024027212717898896,19.91
2,16,37,2000,0.004590081295542892,0.1818360635416806,0.02524296449307345,19.86
2,16,38,2000,0.004591741044562947,0.18854557242553385,0.024353481153085454,19.89
2,16,40,2000,0.004339080997993905,0.1833105027102285,0.023670662257977593,20.11
2,16,39,2000,0.004573362123380553,0.18411766615282596,0.02483934442002136,20.42
2,16,41,2000,0.004705869890137854,0.18801044826301752,0.025029831765278118,20.12
2,16,44,2000,0.004531234983408017,0.18662082737214156,0.024280435614896602,19.44
2,16,45,2000,0.004426786406556221,0.18872581446641948,0.023456178578812766,19.52
2,16,43,2000,0.004379669121937296,0.18344496185152923,0.023874567487342454,19.67
2,16,42,2000,0.004185867070642474,0.18590793903558017,0.0225158059002599,19.75
2,16,47,2000,0.0045492418095449405,0.19327433459256865,0.023537744000697015,19.79
2,16,46,2000,0.004188862403577048,0.1852929215288466,0.022606704935163546,19.96
2,16,48,2000,0.004339235612507264,0.18227842299068214,0.023805536285164595,20.07
2,16,49,2000,0.004600358672228105,0.1858753714268798,0.024749694577142017,20.0
