tau,deg,rep,n_test,LAP,W,eta,seconds
1,4,5,2000,0.00298495558320766,0.12454181072927767,0.023967497868616967,19.66
1,4,9,2000,0.0029121457697784126,0.12315456763718054,0.023646266847022177,19.01
1,4,8,2000,0.0029188039515938707,0.122682033408718,0.023791616999612394,19.31
1,4,10,2000,0.0030759016737791633,0.12348864357511846,0.02490837687360364,19.24
1,4,11,2000,0.002914186493826826,0.12260398544090027,0.023769100844046976,19.11
1,4,12,2000,0.0031400088878603405,0.12479087738344444,0.02516216692837288,19.15
1,4,13,2000,0.0029567084112525066,0.12370348831682043,0.023901576677288185,19.22
1,4,14,2000,0.0031637564614838826,0.12477501630851287,0.025355688623284377,19.32
1,4,15,2000,0.0027871859450976644,0.12287806823188936,0.022682533874456963,19.06
1,4,16,2000,0.0029728346654835647,0.12278150407406978,0.024212398177580214,19.13
1,4,17,2000,0.0029730155762177357,0.12435382546197886,0.023907713053240444,18.53
1,4,19,2000,0.0029759547419900695,0.12341537839702273,0.024113321861855275,18.54
1,4,18,2000,0.003082051033202318,0.12489515540009015,0.02467710635636147,18.65
1,4,20,2000,0.0031261199384540195,0.12300168154635922,0.025415261800919263,18.65
1,4,21,2000,0.0029950215858337154,0.12400299529168325,0.024152816460511647,18.82
1,4,22,2000,0.0029699909518221407,0.12456152831139658,0.023843565441789828,18.87
1,4,23,2000,0.003031448993874017,0.12235924405581002,0.024774989558543892,19.07
1,4,24,2000,0.0029737556956005162,0.12299457506948049,0.024177941945168077,19.26
1,4,26,2000,0.002962729693293961,0.12253389058330597,0.024178859246126016,18.8
1,4,25,2000,0.0028450019796669307,0.1226222285800362,0.023201356007079763,18.96
1,4,28,2000,0.0028197234313475372,0.12256154669862641,0.023006591441613544,19.08
1,4,27,2000,0.003003074585328433,0.12234295214465474,0.024546363584374564,19.52
1,4,29,2000,0.00285777471339857,0.12365487592785243,0.02311089386451663,19.12
1,4,30,2000,0.003087834277541862,0.12471981455068866,0.024758169250539606,19.19
1,4,31,2000,0.002942042279776555,0.12330915103104644,0.02385907497681024,19.29
1,4,32,2000,0.002934293096948523,0.12365042291992981,0.023730554474921877,19.05
1,4,33,2000,0.0028033999727179737,0.12343865081992177,0.02271087665084503,19.02
1,4,34,2000,0.0029006864455549675,0.1241263506328739,0.023368820808518504,19.17
1,4,35,2000,0.0031288834121543097,0.1245350128761334,0.025124527953166068,19.36
1,4,38,2000,0.0029658312337448867,0.1223866869530863,0.024233283109312043,19.91
1,4,39,2000,0.002873493833574159,0.12376046476713094,0.02321818877281171,19.95
1,4,37,2000,0.0030529783736914923,0.1254939408078139,0.024327695457161052,20.0
1,4,36,2000,0.0030400286631990237,0.12395623601871329,0.024525015931752558,20.06
1,4,40,2000,0.002983505884768853,0.1247974471199283,0.023906786185311567,19.24
1,4,42,2000,0.003228603251197712,0.1252896398909287,0.025769115898236942,19.35
1,4,43,2000,0.0030538490402552687,0.12373089335520873,0.024681378736094852,19.36
1,4,41,2000,0.0028762918234956775,0.12362023664633426,0.023267159985500392,20.57
1,4,44,2000,0.002957559933605816,0.12331538846287372,0.023983705281812755,20.0
1,4,46,2000,0.0030253384387097237,0.1238726551711394,0.02442297240282765,19.95
1,4,45,2000,0.003129043328217909,0.12412016810377813,0.02520978964193542,20.07
1,4,47,2000,0.0028725830128603635,0.12217125160853982,0.023512757502597025,19.9
1,4,48,2000,0.002941301673755281,0.12415151974060427,0.023691225688583464,19.2
1,4,49,2000,0.003087711470382587,0.12447196010152946,0.024806482262061256,19.34
1,8,0,2000,0.001973710555180197,0.13770128022676667,0.01433327672720172,19.82
1,8,1,2000,0.0021064540349395866,0.1382317766341041,0.0152385658799374,19.5
1,8,2,2000,0.0019615954861416096,0.13669191932459313,0.014350486084576371,19.57
1,8,3,2000,0.0020671053869939504,0.13830973053233175,0.0149454805460035,18.88
1,8,5,2000,0.0020919955168628157,0.14017010316980502,0.014924691282623428,19.09
1,8,4,2000,0.0019775289057465117,0.13676059438585372,0.014459785836899403,19.09
1,8,6,2000,0.0021351649609186174,0.13730391166391967,0.015550649177023337,19.13
